"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.GeographicCoordinates","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","These are coordinates that identify precisely the location where the organisation is set. See ISO / TS 20443 for more information and example. (9.4.2.2.6)","These are coordinates that identify precisely the location where the organisation is set. See ISO / TS 20443 for more information and example. (9.4.2.2.6)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates",0,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.4.2.4","9.4.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.id","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.extension","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.modifierExtension","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Name","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Name","","","",0,1,"","","","HumanName {[]} {[]}
","The name of the contact person shall be provided using a standardised structured person name description format. The format will be specified in regional implementation guides. (9.4.2.4.2)","The name of the contact person shall be provided using a standardised structured person name description format. The format will be specified in regional implementation guides. (9.4.2.4.2)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Name",0,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Telecom","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom","","","",1,*,"","","","ContactPoint {[]} {[]}
","The telecom information (telephone, e-mail, etc.) of the contact person shall be provided using a standardised structured telecoms description format. The format is specified in ISO / TS 20443 . (9.4.2.4.3)","The telecom information (telephone, e-mail, etc.) of the contact person shall be provided using a standardised structured telecoms description format. The format is specified in ISO / TS 20443 . (9.4.2.4.3)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom",1,*,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.Role","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The role of the contact person within the organisation in the context of the Medicinal Product being described shall be specified using a suitable controlled vocabulary. The controlled term and the controlled term identifier shall be specified. (9.4.2.4.4)","The role of the contact person within the organisation in the context of the Medicinal Product being described shall be specified using a suitable controlled vocabulary. The controlled term and the controlled term identifier shall be specified. (9.4.2.4.4)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.Role",1,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.Contact.ConfidentialityIndicator","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The confidentiality level of the contact person’s information can be specified using an appropriate controlled vocabulary. The controlled term and a term identifier shall be specified. (9.4.2.4.5)","The confidentiality level of the contact person’s information can be specified using an appropriate controlled vocabulary. The controlled term and a term identifier shall be specified. (9.4.2.4.5)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator",0,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.4.2.3","9.4.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.id","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.extension","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.modifierExtension","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationName","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName","","","",0,1,"","","","string {[]} {[]}
","This is to identify uniquely a location linked to a specific organisation. (9.4.2.3.2)","This is to identify uniquely a location linked to a specific organisation. (9.4.2.3.2)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName",0,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationAddress","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress","","","",1,1,"","","","Address {[]} {[]}
","The address of the location of the organisation shall be provided using a standardised structured address format. The format is specified in ISO / TS 20443 . (9.4.2.3.3)","The address of the location of the organisation shall be provided using a standardised structured address format. The format is specified in ISO / TS 20443 . (9.4.2.3.3)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress",1,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationRole","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The role of the location within the organisation in the context of the Medicinal Product being described shall be specified using a suitable controlled vocabulary. The controlled term and the controlled term identifier shall be specified. (9.4.2.3.4)","The role of the location within the organisation in the context of the Medicinal Product being described shall be specified using a suitable controlled vocabulary. The controlled term and the controlled term identifier shall be specified. (9.4.2.3.4)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole",1,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.Identifier","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier","","","",0,1,"","","","Identifier {[]} {[]}
","The unique identifier of the location can be provided. An international coding system for unique organisation identifiers can be used. (9.4.2.3.5)","The unique identifier of the location can be provided. An international coding system for unique organisation identifiers can be used. (9.4.2.3.5)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier",0,1,"",""
"InvestigationalMedicinalProduct.Manufacturer-Establishment-Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency-Organisation.OtherLocations.GeographicCoordinates","InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","These are coordinates that identify precisely the location where the organisation is set. See ISO / TS 20443 for more information and example. (9.4.2.3.6)","These are coordinates that identify precisely the location where the organisation is set. See ISO / TS 20443 for more information and example. (9.4.2.3.6)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.Manufacturer-Establishment_Organisation.Manufacturing-BusinessOperation.MedicinesRegulatoryAgency_Organisation.OtherLocations.GeographicCoordinates",0,1,"",""
"InvestigationalMedicinalProduct.OrphanDesignation","InvestigationalMedicinalProduct.OrphanDesignation","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.2.2.3","9.2.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.OrphanDesignation.id","InvestigationalMedicinalProduct.OrphanDesignation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.OrphanDesignation.extension","InvestigationalMedicinalProduct.OrphanDesignation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.OrphanDesignation.modifierExtension","InvestigationalMedicinalProduct.OrphanDesignation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InvestigationalMedicinalProduct.OrphanDesignation.OrphanIndicationType","InvestigationalMedicinalProduct.OrphanDesignation.OrphanIndicationType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","This attribute is for the type of intended use of the Medicinal Product, for instance disease prevention, treatment or diagnostic. (9.2.2.3.2)","This attribute is for the type of intended use of the Medicinal Product, for instance disease prevention, treatment or diagnostic. (9.2.2.3.2)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation.OrphanIndicationType",1,1,"",""
"InvestigationalMedicinalProduct.OrphanDesignation.OrphanProcedureNumber","InvestigationalMedicinalProduct.OrphanDesignation.OrphanProcedureNumber","","","",0,1,"","","","Identifier {[]} {[]}
","This attribute is the procedure number for the orphan designation authorisation application. (9.2.2.3.3)","This attribute is the procedure number for the orphan designation authorisation application. (9.2.2.3.3)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation.OrphanProcedureNumber",0,1,"",""
"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus","InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus","","","",1,1,"","","","CodeableConcept {[]} {[]}
","This attribute is for describing the status of the orphan designation authorisation, for instance granted, pending, expired or withdrawn. (9.2.2.3.4)","This attribute is for describing the status of the orphan designation authorisation, for instance granted, pending, expired or withdrawn. (9.2.2.3.4)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationStatus",1,1,"",""
"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate","InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate","","","",0,1,"","","","date {[]} {[]}
","This attribute is for the date in which the orphan designation status was granted. (9.2.2.3.5)","This attribute is for the date in which the orphan designation status was granted. (9.2.2.3.5)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationAuthorisationDate",0,1,"",""
"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationNumber","InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationNumber","","","",0,1,"","","","Identifier {[]} {[]}
","This field is to indicate the orphan designation decision number. (9.2.2.3.6)","This field is to indicate the orphan designation decision number. (9.2.2.3.6)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.OrphanDesignation.OrphanDesignationNumber",0,1,"",""
"InvestigationalMedicinalProduct.PharmaceuticalProduct","InvestigationalMedicinalProduct.PharmaceuticalProduct","","","",1,*,"","","","BackboneElement {[]} {[]}
","11.7.2","11.7.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.PharmaceuticalProduct",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.PharmaceuticalProduct.id","InvestigationalMedicinalProduct.PharmaceuticalProduct.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"InvestigationalMedicinalProduct.PharmaceuticalProduct.extension","InvestigationalMedicinalProduct.PharmaceuticalProduct.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InvestigationalMedicinalProduct.PharmaceuticalProduct.modifierExtension","InvestigationalMedicinalProduct.PharmaceuticalProduct.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InvestigationalMedicinalProduct.PharmaceuticalProduct.AdministrableDoseForm","InvestigationalMedicinalProduct.PharmaceuticalProduct.AdministrableDoseForm","","","",1,1,"","","","CodeableConcept {[]} {[]}
","This shall describe the administrable dose form in accordance with the regulated product information. This is after it has undergone any necessary reconstitution, where applicable. The administrable dose form shall be specified in accordance with ISO 11239 and ISO / TS 20440 and the resulting terminology. The term and the term identifier shall be specified. In certain instances, the administrable dose form differs from the manufactured dose form when a transformation of the manufactured dose form has been carried out. The manufactured dose forms of two manufactured items are described as “powder for solution for injection” and “solvent for solution for injection” which after transformation correspond to the administrable dose form “solution for injection”. (9.8.2.2.2)","This shall describe the administrable dose form in accordance with the regulated product information. This is after it has undergone any necessary reconstitution, where applicable. The administrable dose form shall be specified in accordance with ISO 11239 and ISO / TS 20440 and the resulting terminology. The term and the term identifier shall be specified. In certain instances, the administrable dose form differs from the manufactured dose form when a transformation of the manufactured dose form has been carried out. The manufactured dose forms of two manufactured items are described as “powder for solution for injection” and “solvent for solution for injection” which after transformation correspond to the administrable dose form “solution for injection”. (9.8.2.2.2)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.PharmaceuticalProduct.AdministrableDoseForm",1,1,"",""
"InvestigationalMedicinalProduct.PharmaceuticalProduct.UnitOfPresentation","InvestigationalMedicinalProduct.PharmaceuticalProduct.UnitOfPresentation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The unit of presentation is a qualitative term describing the discrete unit in which a pharmaceutical product is presented to describe strength or quantity in cases where a quantitative unit of measurement is not appropriate. It is a term and a term identifier as defined in ISO 11239 and ISO / TS 20440 and the resulting terminology. For pharmaceutical products whose strength is measured as a quantity of weight or volume, the “unit of presentation” can be specified as the immediate (lowest level) container. For solid dose forms and other items whose strength is described on the basis of the amount in the unit of presentation, and which are counted in integer quantities, the unit for quantity shall be “1 unit” and the unit of presentation shall be the item that is counted, specified as a term and a term identifier as defined in ISO 11239 and ISO / TS 20440 and the resulting terminology. (9.8.2.2.3)","The unit of presentation is a qualitative term describing the discrete unit in which a pharmaceutical product is presented to describe strength or quantity in cases where a quantitative unit of measurement is not appropriate. It is a term and a term identifier as defined in ISO 11239 and ISO / TS 20440 and the resulting terminology. For pharmaceutical products whose strength is measured as a quantity of weight or volume, the “unit of presentation” can be specified as the immediate (lowest level) container. For solid dose forms and other items whose strength is described on the basis of the amount in the unit of presentation, and which are counted in integer quantities, the unit for quantity shall be “1 unit” and the unit of presentation shall be the item that is counted, specified as a term and a term identifier as defined in ISO 11239 and ISO / TS 20440 and the resulting terminology. (9.8.2.2.3)","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.PharmaceuticalProduct.UnitOfPresentation",0,1,"",""
"InvestigationalMedicinalProduct.PharmaceuticalProduct.Device","InvestigationalMedicinalProduct.PharmaceuticalProduct.Device","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.6.2.12","9.6.2.12","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.PharmaceuticalProduct.Device",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InvestigationalMedicinalProduct.PharmaceuticalProduct.Device.id","InvestigationalMedicinalProduct.PharmaceuticalProduct.Device.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
